,pair,clean,raw,name_type
19039,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|city of G.S.L]] in company with [[George Albert Smith|G. A. Smith]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",city of G.S.L]] in company with [[George Albert Smi,place
19041,"[[Lehi, Utah County, Utah Territory|Lehi]] in [[Utah Territory|Utah]]","Lehi, Utah County, Utah Territory",Lehi]] in [[Utah Territo,place
19043,"[[Provo, Utah County, Utah Territory|Provo]] went down the [[Provo River, Utah and Wasatch Counties, Utah Territory|Provo River]]","Provo, Utah County, Utah Territory","Provo]] went down the [[Provo River, Utah and Wasatch Counties, Utah Territo",place
19058,"[[E. T. City, Tooele County, Utah Territory|E. T.]]","E. T. City, Tooele County, Utah Territory",E. T.,place
19060,"[[Grantsville, Tooele County, Utah Territory|Grantsville]]","Grantsville, Tooele County, Utah Territory",Grantsville,place
19062,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|City of the Great Salt Lake]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",City of the Great Salt Lake,place
19065,"[[Payson, Utah County, Utah Territory|payson]]","Payson, Utah County, Utah Territory",payson,place
19066,"[[Palmyra, Utah County, Utah Territory|Palmyria]]","Palmyra, Utah County, Utah Territory",Palmyria,place
19067,"[[Springville, Utah County, Utah Territory|springville]]","Springville, Utah County, Utah Territory",springville,place
19068,"[[Provo, Utah County, Utah Territory|Provo]]","Provo, Utah County, Utah Territory",Provo,place
19069,"[[Pleasant Grove, Utah County, Utah Territory|Plesant grove]]","Pleasant Grove, Utah County, Utah Territory",Plesant grove,place
19070,"[[Lehi, Utah County, Utah Territory|Lehi]]","Lehi, Utah County, Utah Territory",Lehi,place
19071,"[[Point of the Mountain, Utah Territory|point of the mountain]]","Point of the Mountain, Utah Territory",point of the mountain,place
19076,"[[Point of the Mountain, Utah Territory|point of the mountain]]","Point of the Mountain, Utah Territory",point of the mountain,place
19077,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|Great Salt Lake City]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",Great Salt Lake City,place
19078,"[[Cedar City, Iron County, Utah Territory|Cedar City]] via [[Sanpete County, Utah Territory|Sanpete]]","Cedar City, Iron County, Utah Territory","Cedar City]] via [[Sanpete County, Utah Territo",place
19082,"[[Tabernacle, Great Salt Lake City, Great Salt Lake County, Utah Territory|Tabernacle]] & found a full House. [[Jedediah Morgan Grant|J. M. Grant]]","Tabernacle, Great Salt Lake City, Great Salt Lake County, Utah Territory",Tabernacle]] & found a full House. [[Jedediah Morgan Gra,place
19088,"[[Fort Harmony, Washington County, Utah Territory|Harmony]]","Fort Harmony, Washington County, Utah Territory",Harmony,place
19091,"[[Santa Clara River, Washington County, Utah Territory|Santa Clarra]]","Santa Clara River, Washington County, Utah Territory",Santa Clarra,place
19092,"[[Cedar City, Iron County, Utah Territory|Cedar City]] & rode to [[Parowan, Iron County, Utah Territory|Parawan]]","Cedar City, Iron County, Utah Territory","Cedar City]] & rode to [[Parowan, Iron County, Utah Territo",place
19100,"[[Las Vegas Valley, New Mexico Territory|Loss Vegus]]","Las Vegas Valley, New Mexico Territory",Loss Vegus,place
19102,"[[Parowan, Iron County, Utah Territory|Parawan]] & rode to [[Beaver Valley, Iron County, Utah Territory|Bever]]","Parowan, Iron County, Utah Territory","Parawan]] & rode to [[Beaver Valley, Iron County, Utah Territo",place
19103,"[[Beaver Valley, Iron County, Utah Territory|Bever]] & rode to [[Corn Creek, Millard County, Utah Territory|Corn Creek]]","Beaver Valley, Iron County, Utah Territory","Bever]] & rode to [[Corn Creek, Millard County, Utah Territo",place
19104,"[[Las Vegas Valley, New Mexico Territory|Los Vegus]]","Las Vegas Valley, New Mexico Territory",Los Vegus,place
19105,"[[Fillmore, Millard County, Utah Territory|Filmore]]","Fillmore, Millard County, Utah Territory",Filmore,place
19108,"[[Sevier River, Utah Territory|severe]]","Sevier River, Utah Territory",severe,place
19110,"[[Cedar City, Iron County, Utah Territory|Cedar City]]","Cedar City, Iron County, Utah Territory",Cedar City,place
19115,"[[Cedar City, Iron County, Utah Territory|Cedar City]], [[Fort Harmony, Washington County, Utah Territory|Harmony]], & [[Fort Johnson, Iron County, Utah Territory|Johnsons Fort]]","Cedar City, Iron County, Utah Territory","Cedar City]], [[Fort Harmony, Washington County, Utah Territo",place
19121,"[[Fillmore, Millard County, Utah Territory|Filmore]] rode to [[Corn Creek, Millard County, Utah Territory|Corn Creek]]","Fillmore, Millard County, Utah Territory","Filmore]] rode to [[Corn Creek, Millard County, Utah Territo",place
19125,"[[Red Creek, Iron County, Utah Territory|Red Creek]] & drove to [[Parowan, Iron County, Utah Territory|Parawan]]","Red Creek, Iron County, Utah Territory","Red Creek]] & drove to [[Parowan, Iron County, Utah Territo",place
19129,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|Salt Lake]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",Salt Lake,place
19132,"[[Cedar City, Iron County, Utah Territory|Cedar City]]","Cedar City, Iron County, Utah Territory",Cedar City,place
19138,"[[Manti, Sanpete County, Utah Territory|Manti]]","Manti, Sanpete County, Utah Territory",Manti,place
19141,"[[Las Vegas Valley, New Mexico Territory|Los Vegus]]","Las Vegas Valley, New Mexico Territory",Los Vegus,place
19144,"[[Manti, Sanpete County, Utah Territory|Manti]] & rode to [[Greese wood creek|Greese wood creek]]","Manti, Sanpete County, Utah Territory",Manti]] & rode to [[Greese wood cre,place
19145,"[[Sevier River, Utah Territory|seveare]]","Sevier River, Utah Territory",seveare,place
19150,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|Salt Lake City]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",Salt Lake City,place
19152,"[[Tooele, Tooele County, Utah Territory|Toillee]]","Tooele, Tooele County, Utah Territory",Toillee,place
19154,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|city of the great Salt Lake]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",city of the great Salt Lake,place
19155,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|city of the great Salt Lake]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",city of the great Salt Lake,place
19156,"[[Iron County, Utah Territory|Iron County]] we rode to [[Lehi, Utah County, Utah Territory|dry creek]]","Iron County, Utah Territory","Iron County]] we rode to [[Lehi, Utah County, Utah Territo",place
19157,"[[Utah Valley, Utah County, Utah Territory|Utah Valley]] & spent the night with Brother [[Daniel Thomas|Daniel Thomas]]","Utah Valley, Utah County, Utah Territory",Utah Valley]] & spent the night with Brother [[Daniel Thom,place
19158,"[[Payson, Utah County, Utah Territory|Petetenet]]","Payson, Utah County, Utah Territory",Petetenet,place
19161,"[[Salt Creek, Grand County, Utah Territory|Salt Creek]]","Salt Creek, Grand County, Utah Territory",Salt Creek,place
19162,"[[Salt Creek Canyon, Utah Territory|Salt Creek Canyon]] & camped at [[Uinta Springs, Utah Territory|Uinta Springs]]","Salt Creek Canyon, Utah Territory","Salt Creek Canyon]] & camped at [[Uinta Springs, Utah Territo",place
19163,"[[Fort Ephraim, Sanpete County, Utah Territory|Fort Ephraim]]","Fort Ephraim, Sanpete County, Utah Territory",Fort Ephraim,place
19167,"[[Endowment House, Salt Lake City, Salt Lake County, Utah Territory|House]]","Endowment House, Salt Lake City, Salt Lake County, Utah Territory",House,place
19168,"[[Temple Square, Salt Lake City, Salt Lake County, Utah Territory|Temple Block]]","Temple Square, Salt Lake City, Salt Lake County, Utah Territory",Temple Block,place
19171,"[[Salt Lake City Temple, Salt Lake City, Salt Lake County, Utah Territory|Temple]]","Salt Lake City Temple, Salt Lake City, Salt Lake County, Utah Territory",Temple,place
19179,"[[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]]","Tabernacle, Salt Lake City, Salt Lake County, Utah Territory",Tabernacle,place
19190,"[[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]]","Tabernacle, Salt Lake City, Salt Lake County, Utah Territory",Tabernacle,place
19194,"[[E. T. City, Tooele County, Utah Territory|City of E. T.]] in [[Tooele County, Utah Territory|Toille]]","E. T. City, Tooele County, Utah Territory","City of E. T.]] in [[Tooele County, Utah Territo",place
19198,"[[Tooele County, Utah Territory|Toilly]]","Tooele County, Utah Territory",Toilly,place
19199,"[[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]]","Tabernacle, Salt Lake City, Salt Lake County, Utah Territory",Tabernacle,place
19204,"[[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]]","Tabernacle, Salt Lake City, Salt Lake County, Utah Territory",Tabernacle,place
19216,"[[Kirtland, Geauga County, Ohio|Kirtland]]","Kirtland, Geauga County, Ohio",Kirtland,place
19234,"[[Rocky Mountains, United States|mountains]]","Rocky Mountains, United States",mountains,place
19235,"[[Fillmore, Millard County, Utah Territory|city]]","Fillmore, Millard County, Utah Territory",city,place
19238,"[[Fillmore, Millard County, Utah Territory|city]]","Fillmore, Millard County, Utah Territory",city,place
19240,"[[Kanesville, Pottawattamie County, Iowa|Kanesville]]","Kanesville, Pottawattamie County, Iowa",Kanesville,place
19241,"[[Jackson County, Missouri|Jackson County]]","Jackson County, Missouri",Jackson County,place
19243,"[[Rocky Mountains, United States|Rocky moutains]]","Rocky Mountains, United States",Rocky moutains,place
19244,"[[Salt Lake City Temple, Salt Lake City, Salt Lake County, Utah Territory|temple]]","Salt Lake City Temple, Salt Lake City, Salt Lake County, Utah Territory",temple,place
19245,"[[Kirtland Temple, Kirtland, Geauga County, Ohio|one]]","Kirtland Temple, Kirtland, Geauga County, Ohio",one,place
19246,"[[Kirtland, Geauga County, Ohio|kirtland]]","Kirtland, Geauga County, Ohio",kirtland,place
19248,"[[Fillmore, Millard County, Utah Territory|place]]","Fillmore, Millard County, Utah Territory",place,place
19264,"[[Fillmore, Millard County, Utah Territory|Filmore]] the capitol of the [[Utah Territory|Territory]]","Fillmore, Millard County, Utah Territory",Filmore]] the capitol of the [[Utah Territo,place
19270,"[[Iron County, Utah Territory|Iron Co]]","Iron County, Utah Territory",Iron Co,place
19275,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|Salt Lake City]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",Salt Lake City,place
19278,"[[Tooele, Tooele County, Utah Territory|Tooele]]","Tooele, Tooele County, Utah Territory",Tooele,place
19282,"[[Tabernacle, Great Salt Lake City, Great Salt Lake County, Utah Territory|Tabernacle]] Brother [[Hugh Finley|Hugh Finley]]","Tabernacle, Great Salt Lake City, Great Salt Lake County, Utah Territory",Tabernacle]] Brother [[Hugh Finl,place
19285,"[[Fillmore, Millard County, Utah Territory|Philmore]]","Fillmore, Millard County, Utah Territory",Philmore,place
19288,"[[Lehi, Utah County, Utah Territory|Lehi]] in [[Utah Valley, Utah County, Utah Territory|Utah valley]]","Lehi, Utah County, Utah Territory","Lehi]] in [[Utah Valley, Utah County, Utah Territo",place
19290,"[[Spanish Fork, Utah County, Utah Territory|spanish fork]]","Spanish Fork, Utah County, Utah Territory",spanish fork,place
19293,"[[Nephi, Juab County, Utah Territory|Nephi]] Held a meeting [[Erastus Snow|E Snow]] [[Orson Pratt|O pratt]] [[Ezra Taft Benson|E T Benson]]","Nephi, Juab County, Utah Territory",Nephi]] Held a meeting [[Erastus Sn,place
19294,"[[Sevier River, Utah Territory|severe]]","Sevier River, Utah Territory",severe,place
19300,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|salt Lake city]] with Brother [[Parley Parker Pratt|P. P. Pratt]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",salt Lake city]] with Brother [[Parley Parker Pra,place
19302,"[[Bountiful, Davis County, Utah Territory|Bountiful]]","Bountiful, Davis County, Utah Territory",Bountiful,place
19313,"[[Tooele, Tooele County, Utah Territory|Toeele]] & spent the night at [[E. T. City, Tooele County, Utah Territory|E. T.]]","Tooele, Tooele County, Utah Territory","Toeele]] & spent the night at [[E. T. City, Tooele County, Utah Territo",place
19315,"[[Tooele, Tooele County, Utah Territory|Tooele City]]","Tooele, Tooele County, Utah Territory",Tooele City,place
19326,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|salt Lake City]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",salt Lake City,place
19327,"[[Provo, Utah County, Utah Territory|Provo]] on 27 & 28 by [[Parley Parker Pratt|P P]] & [[Orson Pratt|O. Pratt]]","Provo, Utah County, Utah Territory",Provo]] on 27 & 28 by [[Parley Parker Pra,place
19330,"[[Ogden, Weber County, Utah Territory|Ogden City]]","Ogden, Weber County, Utah Territory",Ogden City,place
19337,"[[Kington Fort, Davis County, Utah Territory|south webber]]","Kington Fort, Davis County, Utah Territory",south webber,place
19338,"[[Ogden, Weber County, Utah Territory|oOgden]]","Ogden, Weber County, Utah Territory",oOgden,place
19339,"[[Kington Fort, Davis County, Utah Territory|Webber]] & rode with Brother [[Thomas Kington|Kington]]","Kington Fort, Davis County, Utah Territory",Webber]] & rode with Brother [[Thomas Kingt,place
19343,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|City]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",City,place
19347,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|Salt Lake City]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",Salt Lake City,place
19348,"[[Jackson County, Missouri|Jackson Co]]","Jackson County, Missouri",Jackson Co,place
19356,"[[Fort Harmony, Washington County, Utah Territory|Harm[on]y]]","Fort Harmony, Washington County, Utah Territory",Harm[on]y,place
19386,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|Great Salt Lake City]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",Great Salt Lake City,place
19402,"[[Salt Lake Valley, Utah Territory|salt Lake valley]] & [[Utah Territory|Utah Territory]]","Salt Lake Valley, Utah Territory",salt Lake valley]] & [[Utah Territo,place
19404,"[[Davis County, Utah Territory|Davis]] & [[Weber County, Utah Territory|Webber counties]]","Davis County, Utah Territory","Davis]] & [[Weber County, Utah Territo",place
19429,"[[Sevier River, Utah Territory|severe]]","Sevier River, Utah Territory",severe,place
19430,"[[Chicken Creek, Juab and Sanpete Counties, Utah Territory|Chicken Creek]]","Chicken Creek, Juab and Sanpete Counties, Utah Territory",Chicken Creek,place
19431,"[[Nephi, Juab County, Utah Territory|Nephi]]","Nephi, Juab County, Utah Territory",Nephi,place
19433,"[[Payson, Utah County, Utah Territory|Pason]]","Payson, Utah County, Utah Territory",Pason,place
19436,"[[Provo, Utah County, Utah Territory|Provo]]","Provo, Utah County, Utah Territory",Provo,place
19437,"[[Lehi, Utah County, Utah Territory|Lehi]] I spent the night with [[William Parsons|Brother]]","Lehi, Utah County, Utah Territory",Lehi]] I spent the night with [[William Parso,place
19439,"[[Great Salt Lake City, Great Salt Lake County, Utah Territory|City of the Great Salt Lake]]","Great Salt Lake City, Great Salt Lake County, Utah Territory",City of the Great Salt Lake,place
19440,"[[Fillmore, Millard County, Utah Territory|Filmore]]","Fillmore, Millard County, Utah Territory",Filmore,place
19441,"[[Fillmore, Millard County, Utah Territory|Fillmore]]","Fillmore, Millard County, Utah Territory",Fillmore,place
19467,"[[Nauvoo Temple, Nauvoo, Hancock County, Illinois|Temple]] at [[Nauvoo, Hancock County, Illinois|Nauvoo]]","Nauvoo Temple, Nauvoo, Hancock County, Illinois","Temple]] at [[Nauvoo, Hancock County, Illino",place
19468,"[[Rocky Mountains, United States|Mountains]]","Rocky Mountains, United States",Mountains,place
19469,"[[Salt Lake City Temple, Great Salt Lake City, Great Salt Lake County, Utah Territory|Temple]]","Salt Lake City Temple, Great Salt Lake City, Great Salt Lake County, Utah Territory",Temple,place
